epoch,critic_loss,actor_loss,sub_loss,mean_reward,mean_alpha,val_HR@10,val_NDCG@10
1,0.25797960986651336,-3.9066877460150895,0.12606646108534386,0.33746000000000004,0.7779543205201626,0.08567723471806109,0.054947246859489804
2,0.2985167953819036,-3.394452767729759,0.05854687105678022,0.32494000000000006,0.7498873251229524,0.0,0.0
3,0.2697171819061041,-2.6659825754240156,0.03453356428397819,0.33126000000000005,0.7577498591616749,0.0,0.0
4,0.28721043522655965,-2.680287191316485,0.02419874968426302,0.3439600000000001,0.7596007343158125,0.0,0.0
5,0.3093954790979624,-2.4498766032494603,0.018076679246500135,0.3492800000000001,0.749479391861707,0.09582793006305057,0.059698961824463305
6,0.24792219792306422,-2.3470099607259036,0.01620732822548598,0.34820000000000007,0.7536641792580485,0.0,0.0
7,0.24895653688907624,-2.6053076451830566,0.015211525390390307,0.3664600000000001,0.7498818112760782,0.0,0.0
8,0.27383027571439744,-2.7014756595585494,0.01492854885198176,0.3745000000000001,0.7440981733947992,0.0,0.0
9,0.2663366801589727,-2.557499887961894,0.013615800371859223,0.3522800000000001,0.7468603631183505,0.0,0.0
10,0.2683076075017452,-2.1925562545135615,0.01381955093657598,0.33630000000000004,0.7272681390829384,0.1009703528149175,0.061909063706310594
11,0.2792911785840988,-2.180938826903701,0.01382119217608124,0.3556400000000001,0.7174596822857857,0.0,0.0
12,0.2568778683543205,-2.0052616788856685,0.01375269468408078,0.39642000000000005,0.7408442865926772,0.0,0.0
13,0.27095355275273325,-2.1166577629595995,0.013847142272628845,0.38756000000000007,0.751799167426303,0.0,0.0
14,0.2799795358330011,-2.2300215623192488,0.014421241070143878,0.3132200000000001,0.7249004417210817,0.0,0.0
15,0.26486324663460253,-2.133945952158421,0.013982013302389532,0.3562400000000001,0.7388738882876933,0.10338505567231587,0.06301133898283916
16,0.3134264050126076,-1.5816614009551704,0.014090680063702166,0.33432000000000006,0.739409575149417,0.0,0.0
17,0.2764128073453903,-2.076365655310452,0.01502585336798802,0.3847400000000001,0.7205091719040647,0.0,0.0
18,0.2748937096297741,-1.9737538854554295,0.014327819930389523,0.3682000000000001,0.7227581707835198,0.0,0.0
19,0.2851794176399708,-1.8643038175553084,0.01568623573426157,0.4217400000000001,0.7410676211998798,0.0,0.0
20,0.29855645990371704,-1.9595228202361614,0.014305431870277972,0.3937000000000001,0.7329816816784441,0.10432410678352635,0.06318994188323866
21,0.2903722135424614,-2.0078702729269864,0.015856227297335865,0.35458000000000006,0.7224596544872038,0.0,0.0
22,0.29958242672681806,-2.2442178571000695,0.016892975022085012,0.35320000000000007,0.7263045798838138,0.0,0.0
23,0.3234976383596659,-2.197721539143473,0.016907734910957515,0.38960000000000006,0.7253441529776901,0.0,0.0
