epoch,critic_loss,actor_loss,sub_loss,mean_reward,mean_alpha,val_HR@10,val_NDCG@10
24,0.28043869335949423,-1.6929496272057294,0.0065225720019079746,0.37474000000000013,0.9179072518348694,0.0,0.0
25,0.2743767319917679,-1.5242666035816073,0.006910690627992153,0.3710400000000001,0.9160500799119472,0.11817432515969503,0.07236359233225231
26,0.28509694527089596,-1.9767166126444935,0.006739017822779715,0.3849400000000001,0.9250401903688907,0.0,0.0
27,0.28110874991118906,-1.9554646566063165,0.006761042005382478,0.3707400000000001,0.9161919210031628,0.0,0.0
28,0.2757604267001152,-2.1097297475151717,0.006741084596142173,0.38894000000000006,0.9217034134566784,0.0,0.0
29,0.28287120679020883,-1.8948034246228636,0.006648870053701103,0.3720200000000001,0.9156116208434105,0.0,0.0
30,0.28511813248693946,-1.965926557019353,0.006755590694025159,0.35270000000000007,0.9129329403042793,0.11781372347001855,0.07221806944330643
31,0.2934946108609438,-2.024464823435992,0.0066884106965735554,0.41796000000000005,0.9080747674107552,0.0,0.0
32,0.31345091411471365,-1.9011431133560837,0.006869935507886111,0.3911800000000001,0.9112698587179184,0.0,0.0
33,0.29827146404981614,-1.8137348256446422,0.006906858317553997,0.37768000000000007,0.9015544664859771,0.0,0.0
34,0.31712984459102156,-2.001786838207394,0.006885839997790754,0.3728400000000001,0.9058425897955894,0.0,0.0
35,0.30917812533676625,-1.9722968025393783,0.006999093933962286,0.40930000000000005,0.9005981342792511,0.1181228106325984,0.07230837148816148
36,0.2887124107629061,-1.9075850485041737,0.007069769200868905,0.3587600000000001,0.9196015499234199,0.0,0.0
37,0.2945802256166935,-2.158156877472997,0.007387031762860715,0.38562000000000013,0.9130173946022987,0.0,0.0
38,0.31486978301405905,-1.97464320172742,0.007022142885252833,0.4067600000000001,0.9178277474641799,0.0,0.0
39,0.29073884336650374,-2.1720624564439057,0.007048088740557432,0.34446000000000004,0.9037435066699981,0.0,0.0
40,0.29332992535829544,-1.9904550725743175,0.007154917160049081,0.3786400000000001,0.9132402212247253,0.11827735421388831,0.07239827038747781
41,0.3174012494683266,-1.9930872955396772,0.007449066147208214,0.3692800000000001,0.9096065489649773,0.0,0.0
42,0.2934287943542004,-1.9600856658294796,0.007143859140574932,0.35236000000000006,0.9052367514446378,0.0,0.0
43,0.28741204600036147,-2.0688787436559797,0.007428383218124509,0.40678000000000014,0.9070977044403553,0.0,0.0
44,0.2820163654834032,-1.8189405895657837,0.007512747829779983,0.4306200000000001,0.9027180408239365,0.0,0.0
45,0.30457305666804313,-1.8465701546780766,0.007665576174855232,0.38806000000000007,0.9033010377138853,0.11781372347001855,0.07227272577522355
46,0.2775386955142021,-1.9076389661952853,0.00786775408592075,0.34530000000000005,0.9040354918241501,0.0,0.0
47,0.27577100026607515,-2.057996847398579,0.0078635138515383,0.3712600000000001,0.9061912506073714,0.0,0.0
48,0.2947389044761658,-1.9355964108705521,0.00770215552020818,0.41620000000000007,0.9000770394653081,0.0,0.0
49,0.27900180391967294,-1.7984690375588834,0.00800671303179115,0.3751000000000001,0.9000892013311386,0.0,0.0
50,0.28366164170205593,-1.9994711464680732,0.008181446792557836,0.4040800000000001,0.9018120034039021,0.11765917988872862,0.07223755185335097
51,0.2800174004584551,-1.839993251156062,0.008255187657661736,0.4157400000000001,0.9007934982851148,0.0,0.0
52,0.2805041748136282,-1.9339101763553916,0.008084921927191317,0.3747800000000001,0.8883529223427177,0.0,0.0
53,0.28642010540515184,-1.7418196765109897,0.008584188758395611,0.3641600000000001,0.8989121507406235,0.0,0.0
54,0.2629382489174604,-1.9399531413763762,0.008269937057979406,0.3816200000000001,0.8869085564084235,0.0,0.0
55,0.2725853535979986,-1.8486115998774766,0.008790157387033105,0.4066200000000001,0.8984780599214136,0.11760766536163197,0.07216968281050129
56,0.26381269125640394,-1.5829418554082513,0.00847043062094599,0.33374000000000015,0.877446551784873,0.0,0.0
57,0.2841523438692093,-1.7971639951765537,0.008869389533065259,0.37972000000000006,0.88725384259969,0.0,0.0
58,0.271350840896368,-1.951956662096083,0.00925084537267685,0.4097800000000001,0.8971209124289453,0.0,0.0
59,0.2892626412510872,-1.7057924616709352,0.009077280996367336,0.3693200000000001,0.8979452917464077,0.0,0.0
60,0.2817863249629736,-1.756682505529374,0.009785568763501942,0.3363600000000001,0.8929138607233763,0.11719554914485886,0.07206270521471435
61,0.26113857194781304,-1.7610705308318138,0.009329726956784724,0.3597200000000001,0.8883563729226589,0.0,0.0
62,0.2688033731728792,-1.7565058518555015,0.0091649499097839,0.36622000000000016,0.904313319735229,0.0,0.0
63,0.2738772900998592,-1.8628736178278924,0.009471615765243769,0.4158400000000001,0.8852527535483241,0.0,0.0
64,0.26388310387730596,-1.715390798766166,0.00966560889594257,0.33466000000000007,0.880562095016241,0.0,0.0
65,0.2476321677863598,-1.8151965808272361,0.009723227804526686,0.3397400000000001,0.8915991315692663,0.11714403461776221,0.0719871622376485
66,0.2518522931039333,-1.6475435301102699,0.009627130471169948,0.3932600000000001,0.8903105453401804,0.0,0.0
67,0.24563684470951558,-1.5004098212383687,0.00942302460875362,0.4034400000000001,0.8862380392611958,0.0,0.0
68,0.25210451214015484,-1.7939819079861046,0.0096612256905064,0.4289000000000001,0.8907088685333728,0.0,0.0
69,0.2559407125860453,-1.7403033983558416,0.009717850452288986,0.3715400000000001,0.901451026821509,0.0,0.0
70,0.2595182425677776,-1.6772204659730197,0.009954360205680132,0.4035800000000001,0.8993455601269379,0.11735009272614877,0.07209960035864721
71,0.24406491167843342,-1.8184291841834783,0.009939074553549289,0.3677600000000001,0.9048525919457897,0.0,0.0
72,0.23825410820543766,-1.6906783897317945,0.009880679041612894,0.3737600000000001,0.8740673066052259,0.0,0.0
73,0.25790734124183656,-1.738577056441456,0.010202935644425452,0.39830000000000004,0.8879540710374713,0.0,0.0
74,0.23974729081988336,-1.8523095034919679,0.010016177661716938,0.3871400000000001,0.8942122586006299,0.0,0.0
75,0.24940334329009056,-1.7257501687221228,0.010539745169691741,0.36706000000000005,0.8799009917322547,0.11729857819905214,0.07206484997086093
76,0.2367402393966913,-1.8857717973776162,0.00972351034078747,0.38272000000000006,0.8930560276731849,0.0,0.0
77,0.24192612950503825,-1.99415089443326,0.010465974418446421,0.4259200000000001,0.8903008380457759,0.0,0.0
78,0.23357391603291033,-1.9623973777405919,0.010412574912421405,0.3738000000000001,0.891887147039175,0.0,0.0
79,0.23487294095754624,-1.9861999558880925,0.00983946033101529,0.3505000000000001,0.8991528821177781,0.0,0.0
80,0.22542065819352866,-1.8090955801978708,0.010002781385555864,0.3225600000000001,0.8849398206472396,0.11704100556356893,0.07197993043285045
81,0.24341638576239347,-1.6777251254804433,0.01058653498068452,0.3874200000000001,0.8874835577514023,0.0,0.0
82,0.2453091230839491,-1.8030074741318822,0.009674004909582435,0.4019600000000001,0.8912421595919877,0.0,0.0
83,0.23785882046818732,-1.761913256790489,0.01050538032129407,0.3383800000000001,0.8822634607907385,0.0,0.0
84,0.24379256881773473,-1.714807024754584,0.010775439091026783,0.3444600000000001,0.895126439776679,0.0,0.0
85,0.2332612013220787,-1.941684409108013,0.010798934713937343,0.4273800000000001,0.8865734816831536,0.11765917988872862,0.0720987656562033
86,0.24560670591890812,-1.716726870995015,0.01063591264281422,0.3721600000000001,0.8894334373325109,0.0,0.0
87,0.2536701491177082,-1.877544875793159,0.010422079998999833,0.39562000000000014,0.8981230771914125,0.0,0.0
88,0.25726089823246,-1.626812677834183,0.011044118703342974,0.35908000000000007,0.8901857744262088,0.0,0.0
89,0.24859179984033108,-1.884249940596521,0.010968421737663448,0.36118000000000006,0.8818071492090821,0.0,0.0
90,0.25014779378473756,-1.8008207533881069,0.010480709172785282,0.36158000000000007,0.8840373110414949,0.11704100556356893,0.07185389428802491
91,0.2518720091879368,-1.666226317435503,0.010810015771538018,0.35770000000000013,0.8886908496683463,0.0,0.0
92,0.23753672878444196,-1.657528226956725,0.010322714805603027,0.4062800000000001,0.8733381107728928,0.0,0.0
93,0.24024729824066163,-1.784959587674588,0.01106660832092166,0.3680400000000001,0.9034952476918697,0.0,0.0
94,0.23509030836820602,-1.8772732446305453,0.010792400335427374,0.38978000000000007,0.9069834557175637,0.0,0.0
95,0.23916191567480563,-1.8519489619135856,0.010681668585166336,0.3893000000000001,0.9007621822059154,0.11719554914485886,0.07203652420600817
96,0.22931700913608075,-1.8337039606422185,0.010002470826730132,0.34108000000000016,0.9052999910861254,0.0,0.0
97,0.2280177791118622,-2.001702481854707,0.010653436729684471,0.3759800000000001,0.9015353805888444,0.0,0.0
98,0.23523338910937308,-1.7799581606201829,0.010787458673119544,0.38612000000000013,0.8829980417974294,0.0,0.0
99,0.2429320687353611,-1.7875108633711934,0.010162502974271775,0.39026000000000005,0.884210313251242,0.0,0.0
100,0.24587145625054838,-1.9066808181423693,0.009718242752365767,0.3910600000000001,0.8773372369669378,0.11698949103647228,0.07194892806808115
